Subject,title,price,description,features,Order_No,Unit,tokenized_text,stemmed_text,lemmatized_text
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,name  wireless mouse,1677257314,103,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,color  silver,1677257314,104,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,material  abs,1677257314,105,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,number of keys  4,1677257314,106,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,type  2 4g wireless,1677257314,107,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,transmission distance  up to 10m,1677257314,108,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,dpi  800 1200 1600dpi,1677257314,109,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,batter y capacity  500mah rechargeable lithium batter y ,1677257314,110,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,item size  11 3   5 8   2 6cm  4 45   2 28   1 02in l   w   h ,1677257314,111,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
generic led 2 4g rechargeable wireless mouseksh 640ksh 1 13444 4 5 out of 5 466 ,generic led 2 4g rechargeable wireless mouse,ksh 640,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,item weight  approx  79g  2 79oz,1677257314,112,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
tech week dealyinghd mini high speed u disk 128gb goldksh 850ksh 1 49043 3 5 out of 5 24 ,yinghd mini high speed u disk 128gb gold,ksh 850,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,not avilable,1677257325,113,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
tech week dealgeneric 128gb otg usb flash drive  micro usb   type cksh 730ksh 1 29944 3 5 out of 5 47 ,generic 128gb otg usb flash drive  micro usb   type c,ksh 730,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,not avilable,1677257338,114,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
official storeqwen flash disks 64gb usb flash drive high speedksh 650ksh 1 00035 4 2 out of 5 520 ,qwen flash disks 64gb usb flash drive high speed,ksh 650,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,about the usb flash drive capacity,1677257350,115,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
official storeqwen flash disks 64gb usb flash drive high speedksh 650ksh 1 00035 4 2 out of 5 520 ,qwen flash disks 64gb usb flash drive high speed,ksh 650,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,64gb   approximately 57g 58g,1677257350,116,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
official storeqwen flash disks 64gb usb flash drive high speedksh 650ksh 1 00035 4 2 out of 5 520 ,qwen flash disks 64gb usb flash drive high speed,ksh 650,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,to avoid data loss or mechanical damage  do not power down your computer or unplug flash disk during transfer ,1677257350,117,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
tech week dealgeneric bluetooth 5 2 3 0 and 2 4g three modes wireless rgb mouse with usb rechargeable for pc laptop macbook tablet  mobile phoneksh 449ksh 79944 4 3 out of 5 12 ,generic bluetooth 5 2 3 0 and 2 4g three modes wireless rgb mouse with usb rechargeable for pc laptop macbook tablet  mobile phone,ksh 449,  shipping from ksh 102 to embakasi east   utawala mihango gsu,not avilable,1677257361,118,shipping ksh 102 embakasi east utawala mihango gsu,ship ksh 102 embakasi east utawala mihango gsu,ship ksh 102 embakasi east utawala mihango gsu
hp 32gb metallic flash disk pen drive  free otg cableksh 598ksh 90034 offers from4 2 out of 5 677 ,hp 32gb metallic flash disk pen drive  free otg cable,ksh 598,  shipping from ksh 84 to embakasi east   utawala mihango gsu,not avilable,1677257373,119,shipping ksh 84 embakasi east utawala mihango gsu,ship ksh 84 embakasi east utawala mihango gsu,ship ksh 84 embakasi east utawala mihango gsu
official storeannov memory card 64gb high speed android cableksh 599ksh 76922 4 5 out of 5 39 ,annov memory card 64gb high speed android cable,ksh 599,  shipping from ksh 84 to embakasi east   utawala mihango gsu,not avilable,1677257406,120,shipping ksh 84 embakasi east utawala mihango gsu,ship ksh 84 embakasi east utawala mihango gsu,ship ksh 84 embakasi east utawala mihango gsu
official storeqwen aluminum alloy laptop stand computer standksh 959ksh 1 65842 4 6 out of 5 145 ,qwen aluminum alloy laptop stand computer stand,ksh 959,  delivery from ksh 102  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,not avilable,1677257429,121,delivery ksh 102 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 102 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
tech week dealhp 64gb metallic flash disk pen drive free otgksh 745ksh 1 40047 4 5 out of 5 44 ,hp 64gb metallic flash disk pen drive free otg,ksh 745,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,not avilable,1677257442,122,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
hp v250w flash disk with clip   64gb   silverksh 725ksh 1 30044 4 1 out of 5 2756 ,hp v250w flash disk with clip   64gb   silver,ksh 725,  delivery from ksh 84  free delivery if order above ksh 1 999  to embakasi east   utawala mihango gsu,not avilable,1677257453,123,delivery ksh 84 free delivery order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu,deliveri ksh 84 free deliveri order ksh 1 999 embakasi east utawala mihango gsu
