web-scraper-order,web-scraper-start-url,container_link,container_link-href,title,price,description,features,image-src,ratings,ratings-href
"1677257273-88","https://www.jumia.co.ke/computing/","Tech week dealGeneric Folding Metal Laptop/Tablet Stand - SilverKSh 890KSh 1,58544%4.6 out of 5(27)","https://www.jumia.co.ke/generic-folding-metal-laptoptablet-stand-silver-63961986.html","Generic Folding Metal Laptop/Tablet Stand - Silver","KSh 890","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(27 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA1514NCNAFAMZ/"
"1677257286-89","https://www.jumia.co.ke/computing/","Official StoreQwen 32GB Mini USB Flash Disk Flash Drives Metal-SilverKSh 499KSh 99850%4.1 out of 5(320)","https://www.jumia.co.ke/mini-usb-flash-drives-flash-disk-drive-32gb-silver-qwen-mpg256069.html","Qwen 32GB Mini USB Flash Disk Flash Drives Metal-Silver","KSh 499","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","About The USB Flash Drive Capacity","null","(320 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA09F8B4NAFAMZ/"
"1677257286-90","https://www.jumia.co.ke/computing/","Official StoreQwen 32GB Mini USB Flash Disk Flash Drives Metal-SilverKSh 499KSh 99850%4.1 out of 5(320)","https://www.jumia.co.ke/mini-usb-flash-drives-flash-disk-drive-32gb-silver-qwen-mpg256069.html","Qwen 32GB Mini USB Flash Disk Flash Drives Metal-Silver","KSh 499","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","32GB = approximately 28G-29G","null","(320 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA09F8B4NAFAMZ/"
"1677257286-91","https://www.jumia.co.ke/computing/","Official StoreQwen 32GB Mini USB Flash Disk Flash Drives Metal-SilverKSh 499KSh 99850%4.1 out of 5(320)","https://www.jumia.co.ke/mini-usb-flash-drives-flash-disk-drive-32gb-silver-qwen-mpg256069.html","Qwen 32GB Mini USB Flash Disk Flash Drives Metal-Silver","KSh 499","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","To avoid data loss or mechanical damage, do not power down your computer or unplug flash disk during transfer.","null","(320 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA09F8B4NAFAMZ/"
"1677257300-92","https://www.jumia.co.ke/computing/","Generic Ultra-thin Wireless Mouse 2.4G RechargeableKSh 440KSh 86349%offers from4.5 out of 5(672)","https://www.jumia.co.ke/ultra-thin-wireless-mouse-2.4g-rechargeable-generic-mpg274617.html","Generic Ultra-thin Wireless Mouse 2.4G Rechargeable","KSh 440","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(672 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0MR8H9NAFAMZ/"
"1677257314-93","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","1. 2.4G wireless transmission technology provides reliable connection within a range of 10m, allows you to say goodbye to the wired shackles and operate more freely.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-94","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","2. Ergonomic design, fits the hand, provides comfortable feel, effectively reduces hand fatigue.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-95","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","3. Humanized silent design, creates a quiet and comfortable environment whether you are in quiet office or studying late at night in the library.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-96","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","4. Three adjustable DPI provide sensitive response and smooth operation, can position accurately in moving.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-97","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","5. Slim design, lightweight and portable, you can easily put it in a bag or pocket, more convenient to use.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-98","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","6. No driver requied, plug and play.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-99","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","7. Built-in 500mAh rechargeable batter y, adopt Low and energy saving technology, no need to charge the batter y repeatedly.","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-100","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Question:  Why the LED of mouse is not in colour light ?","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-101","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Answer:","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-102","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Specification:","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-103","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Name: Wireless mouse","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-104","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Color: Silver","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-105","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Material: ABS","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-106","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Number of keys: 4","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-107","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Type: 2.4G Wireless","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-108","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Transmission distance: Up to 10m","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-109","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","DPI: 800-1200-1600DPI","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-110","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Batter y Capacity: 500mAh(rechargeable lithium batter y)","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-111","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Item size: 11.3 * 5.8 * 2.6cm /4.45 * 2.28 * 1.02in(L * W * H)","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257314-112","https://www.jumia.co.ke/computing/","Generic LED 2.4G Rechargeable Wireless MouseKSh 640KSh 1,13444%4.5 out of 5(466)","https://www.jumia.co.ke/led-2.4g-rechargeable-wireless-mouse-generic-mpg416675.html","Generic LED 2.4G Rechargeable Wireless Mouse","KSh 640","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","Item weight: Approx. 79g /2.79oz","https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/843353/1.jpg?6027","(466 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA0PIA55NAFAMZ/"
"1677257325-113","https://www.jumia.co.ke/computing/","Tech week dealYingHD Mini High Speed U Disk 128GB GoldKSh 850KSh 1,49043%3.5 out of 5(24)","https://www.jumia.co.ke/yinghd-mini-high-speed-u-disk-128gb-gold-71657000.html","YingHD Mini High Speed U Disk 128GB Gold","KSh 850","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(24 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/YI301EA001MCHNAFAMZ/"
"1677257338-114","https://www.jumia.co.ke/computing/","Tech week dealGeneric 128GB OTG Usb Flash Drive +micro Usb + Type CKSh 730KSh 1,29944%3.5 out of 5(47)","https://www.jumia.co.ke/generic-128gb-otg-usb-flash-drive-micro-usb-type-c-65907280.html","Generic 128GB OTG Usb Flash Drive +micro Usb + Type C","KSh 730","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(47 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA04X9WSNAFAMZ/"
"1677257350-115","https://www.jumia.co.ke/computing/","Official StoreQwen Flash Disks 64GB USB Flash Drive High SpeedKSh 650KSh 1,00035%4.2 out of 5(520)","https://www.jumia.co.ke/qwen-flash-disks-64gb-usb-flash-drive-high-speed-32232733.html","Qwen Flash Disks 64GB USB Flash Drive High Speed","KSh 650","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","About The USB Flash Drive Capacity","null","(520 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA0K2T07NAFAMZ/"
"1677257350-116","https://www.jumia.co.ke/computing/","Official StoreQwen Flash Disks 64GB USB Flash Drive High SpeedKSh 650KSh 1,00035%4.2 out of 5(520)","https://www.jumia.co.ke/qwen-flash-disks-64gb-usb-flash-drive-high-speed-32232733.html","Qwen Flash Disks 64GB USB Flash Drive High Speed","KSh 650","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","64GB = approximately 57G-58G","null","(520 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA0K2T07NAFAMZ/"
"1677257350-117","https://www.jumia.co.ke/computing/","Official StoreQwen Flash Disks 64GB USB Flash Drive High SpeedKSh 650KSh 1,00035%4.2 out of 5(520)","https://www.jumia.co.ke/qwen-flash-disks-64gb-usb-flash-drive-high-speed-32232733.html","Qwen Flash Disks 64GB USB Flash Drive High Speed","KSh 650","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","To avoid data loss or mechanical damage, do not power down your computer or unplug flash disk during transfer.","null","(520 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA0K2T07NAFAMZ/"
"1677257361-118","https://www.jumia.co.ke/computing/","Tech week dealGeneric Bluetooth 5.2/3.0 And 2.4G Three Modes Wireless RGB Mouse With USB Rechargeable For PC,Laptop,Macbook,Tablet, Mobile PhoneKSh 449KSh 79944%4.3 out of 5(12)","https://www.jumia.co.ke/generic-bluetooth-5.23.0-and-2.4g-three-modes-wireless-rgb-mouse-with-usb-rechargeable-for-pclaptopmacbooktablet-mobile-phone-99654718.html","Generic Bluetooth 5.2/3.0 And 2.4G Three Modes Wireless RGB Mouse With USB Rechargeable For PC,Laptop,Macbook,Tablet, Mobile Phone","KSh 449","+ shipping from KSh 102 to Embakasi East - Utawala/mihango/GSU","","null","(12 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/GE840EA1CO3DVNAFAMZ/"
"1677257373-119","https://www.jumia.co.ke/computing/","HP 32GB Metallic Flash Disk Pen Drive +Free OTG CableKSh 598KSh 90034%offers from4.2 out of 5(677)","https://www.jumia.co.ke/32gb-metallic-flash-disk-pen-drive-free-otg-cable-hp-mpg345891.html","HP 32GB Metallic Flash Disk Pen Drive +Free OTG Cable","KSh 598","+ shipping from KSh 84 to Embakasi East - Utawala/mihango/GSU","","null","(677 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/HP246EA05K995NAFAMZ/"
"1677257406-120","https://www.jumia.co.ke/computing/","Official StoreAnnov Memory Card 64GB High Speed+Android CableKSh 599KSh 76922%4.5 out of 5(39)","https://www.jumia.co.ke/annov-memory-card-64gb-high-speedandroid-cable-66182096.html","Annov Memory Card 64GB High Speed+Android Cable","KSh 599","+ shipping from KSh 84 to Embakasi East - Utawala/mihango/GSU","","null","(39 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/AN944EA153IH2NAFAMZ/"
"1677257429-121","https://www.jumia.co.ke/computing/","Official StoreQwen Aluminum Alloy Laptop Stand Computer StandKSh 959KSh 1,65842%4.6 out of 5(145)","https://www.jumia.co.ke/qwen-aluminum-alloy-laptop-stand-computer-stand-61956975.html","Qwen Aluminum Alloy Laptop Stand Computer Stand","KSh 959","+ delivery from KSh 102 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(145 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/QW220EA0YIESCNAFAMZ/"
"1677257442-122","https://www.jumia.co.ke/computing/","Tech week dealHP 64GB Metallic Flash Disk Pen Drive+Free OTGKSh 745KSh 1,40047%4.5 out of 5(44)","https://www.jumia.co.ke/hp-64gb-metallic-flash-disk-pen-drivefree-otg-67663171.html","HP 64GB Metallic Flash Disk Pen Drive+Free OTG","KSh 745","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(44 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/HP246EA0A7AQSNAFAMZ/"
"1677257453-123","https://www.jumia.co.ke/computing/","HP V250W Flash Disk With Clip - 64GB - SilverKSh 725KSh 1,30044%4.1 out of 5(2756)","https://www.jumia.co.ke/hp-v250w-flash-disk-with-clip-64gb-silver-29523695.html","HP V250W Flash Disk With Clip - 64GB - Silver","KSh 725","+ delivery from KSh 84 (free delivery if order above KSh 1,999) to Embakasi East - Utawala/mihango/GSU","","null","(2756 verified ratings)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/HP246EA0ZI4SWNAFAMZ/"
