web-scraper-order,web-scraper-start-url,container_link,container_link-href,title,price,description,features,image-src,ratings,ratings-href
"1677256730-15","https://www.jumia.co.ke/computing/","Generic Type C Micro USB SD TF OTG Card Reader 5 In 1KSh 390KSh 78050%","https://www.jumia.co.ke/generic-type-c-micro-usb-sd-tf-otg-card-reader-5-in-1-72777261.html","Generic Type C Micro USB SD TF OTG Card Reader 5 In 1","KSh 390","+ shipping from KSh 92 to Embakasi East - Utawala/mihango/GSU","","null","(No ratings available)",""
"1677256742-16","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Internal Storage    500GB","null","(No ratings available)",""
"1677256742-17","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Graphics    Integrated","null","(No ratings available)",""
"1677256742-18","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","1 USB 3.0","null","(No ratings available)",""
"1677256742-19","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Intel® Ethernet Connection I219-V 10/100/1000 (with Intel® i3-6100U, i5-6200U, and i7-6500U)","null","(No ratings available)",""
"1677256742-20","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Intel® Dual Band Wireless-AC 8260 802.11a/b/g/n/ac (2x2) WiFi and Bluetooth® 4.2 Combo","null","(No ratings available)",""
"1677256742-21","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","1 media card reader","null","(No ratings available)",""
"1677256742-22","https://www.jumia.co.ke/computing/","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop RefurbishedKSh 18,900KSh 30,00037%","https://www.jumia.co.ke/hp-elitebook-820-core-i5-4gb-ram-500gb-hdd-slim-ultrabook-laptop-refurbished-96361564.html","HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished","KSh 18,900","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Supports SD, SDHC, SDXC.","null","(No ratings available)",""
"1677256755-23","https://www.jumia.co.ke/computing/","HP Refurbished EliteBook Folio 9470 14"" Intel Core I5 4GB, 500GBKSh 22,800KSh 29,00021%","https://www.jumia.co.ke/hp-refurbished-elitebook-folio-9470-14-intel-core-i5-4gb-500gb-91011935.html","HP Refurbished EliteBook Folio 9470 14"" Intel Core I5 4GB, 500GB","KSh 22,800","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","","null","(No ratings available)",""
"1677256770-24","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","OS: Win 10 Installed","null","(No ratings available)",""
"1677256770-25","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","RAM‎:‎ 4GB RAM","null","(No ratings available)",""
"1677256770-26","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Hard Drive‎:‎ 500GB","null","(No ratings available)",""
"1677256770-27","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Wireless Protocol: 802.11n, Bluetooth 4.0","null","(No ratings available)",""
"1677256770-28","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","USB","null","(No ratings available)",""
"1677256770-29","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Supported Flash Memory: SD Memory Card , SDHC Memory Card , SDXC Memory Card","null","(No ratings available)",""
"1677256770-30","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Graphics Processor: Intel HD Graphics 4600","null","(No ratings available)",""
"1677256770-31","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Type: keyboard, touchpad","null","(No ratings available)",""
"1677256770-32","https://www.jumia.co.ke/computing/","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - SilverKSh 26,200KSh 33,50022%","https://www.jumia.co.ke/hp-refurbished-elitebook-9470m..core-i5-intel-4thgen-500gb-hhd-4gb-ram14-silver-69975344.html","HP Refurbished Elitebook 9470m..,Core I5 Intel 4thGen, 500GB HHD, 4GB RAM,14"" - Silver","KSh 26,200","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Input: AC 120/230 V (50/60 Hz)","null","(No ratings available)",""
"1677256786-33","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Chipset is integrated with processor","null","(No ratings available)",""
"1677256786-34","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Spill-resistant keyboard with drain","null","(No ratings available)",""
"1677256786-35","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","720p HD webcam","null","(No ratings available)",""
"1677256786-36","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","45 W Smart AC adapter HP Long Life 3-cell; 46 WHr Li-ion polymer","null","(No ratings available)",""
"1677256786-37","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Compliance ENERGY STAR® certified configurations available","null","(No ratings available)",""
"1677256786-38","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","33.8 x 23.7 x 1.89 cm","null","(No ratings available)",""
"1677256786-39","https://www.jumia.co.ke/computing/","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 TrialKSh 26,399KSh 38,00031%","https://www.jumia.co.ke/hp-refurbished-348-7th-gen-intel-core-i5-ram-8gb-hdd-500gb-14-sliver-win-10-trial-111325485.html","HP Refurbished 348 7th Gen Intel Core I5 Ram 8GB, Hdd 500GB - 14"" - Sliver Win 10 Trial","KSh 26,399","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Security lock slot","null","(No ratings available)",""
"1677256798-40","https://www.jumia.co.ke/computing/","Generic LAN Network Cable RJ45 CAT6 10M Plus 100 Pcs ClipsKSh 699KSh 80013%","https://www.jumia.co.ke/generic-lan-network-cable-rj45-cat6-10m-plus-100-pcs-clips-117286792.html","Generic LAN Network Cable RJ45 CAT6 10M Plus 100 Pcs Clips","KSh 699","+ shipping from KSh 102 to Embakasi East - Utawala/mihango/GSU","","null","(No ratings available)",""
"1677256815-41","https://www.jumia.co.ke/computing/","HP Refurbished 430 G1 - Intel Core I5, 4 GB RAM , 500 GB HDD - Windows 10 ProKSh 20,500KSh 29,00029%","https://www.jumia.co.ke/hp-refurbished-430-g1-intel-core-i5-4-gb-ram-500-gb-hdd-windows-10-pro-102321683.html","HP Refurbished 430 G1 - Intel Core I5, 4 GB RAM , 500 GB HDD - Windows 10 Pro","KSh 20,500","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Storage: Hard Drive‎:‎ 500GB","null","(No ratings available)",""
"1677256847-42","https://www.jumia.co.ke/computing/","Generic Usb Type C Hub 4 In 1KSh 4,000","https://www.jumia.co.ke/generic-usb-type-c-hub-4-in-1-47258812.html","Generic Usb Type C Hub 4 In 1","KSh 4,000","+ shipping from KSh 102 to Embakasi East - Utawala/mihango/GSU","","null","(No ratings available)",""
"1677256859-43","https://www.jumia.co.ke/computing/","Lenovo Refurbished Lenovo G50KSh 20,000","https://www.jumia.co.ke/lenovo-refurbished-lenovo-g50-115562475.html","Lenovo Refurbished Lenovo G50","KSh 20,000","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","","null","(No ratings available)",""
"1677256872-44","https://www.jumia.co.ke/computing/","Tech week dealApple Refurbished MacBook Pro 13 Core I5 8GB RAM 1TB HDD 2.3GHz (2011) Laptop Silver + Free BagKSh 27,490KSh 40,00031%","https://www.jumia.co.ke/apple-refurbished-macbook-pro-13-core-i5-8gb-ram-1tb-hdd-2.3ghz-2011-laptop-silver-free-bag-112887181.html","Apple Refurbished MacBook Pro 13 Core I5 8GB RAM 1TB HDD 2.3GHz (2011) Laptop Silver + Free Bag","KSh 27,490","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Processor Brand - Intel","null","(1 verified rating)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/AP044CL1YCZD1NAFAMZ/"
"1677256872-45","https://www.jumia.co.ke/computing/","Tech week dealApple Refurbished MacBook Pro 13 Core I5 8GB RAM 1TB HDD 2.3GHz (2011) Laptop Silver + Free BagKSh 27,490KSh 40,00031%","https://www.jumia.co.ke/apple-refurbished-macbook-pro-13-core-i5-8gb-ram-1tb-hdd-2.3ghz-2011-laptop-silver-free-bag-112887181.html","Apple Refurbished MacBook Pro 13 Core I5 8GB RAM 1TB HDD 2.3GHz (2011) Laptop Silver + Free Bag","KSh 27,490","+ shipping from KSh 166 to Embakasi East - Utawala/mihango/GSU","Screen Size - 33.78 cm (13.3 inch)","null","(1 verified rating)","https://www.jumia.co.ke/catalog/productratingsreviews/sku/AP044CL1YCZD1NAFAMZ/"
